x1,x2,v
89,22,4
96,19,4
98,13,4
97,21,4
95,26,4
96,51,4
95,64,4
82,52,4
76,50,4

49,70,0
52,84,0
53,99,0
59,88,0
68,85,0
65,71,0
79,71,0
83,69,0
84,66,0
65,66,0
56,26,1
57,10,1
46,2,1
65,0,1
65,12,1
75,16,1
86,23,1
87,43,1
22,51,2
2,47,2
5,83,2
12,92,2
14,89,2
16,90,2
25,91,2
31,91,2
34,70,2
38,69,2
49,66,2
35,46,3
23,29,3
7,29,3
5,13,3
7,19,3
21,20,3
23,18,3
35,17,3
40,11,3
38,13,3
36,26,3
78,57,4
97,59,4
99,77,4
93,78,4
97,95,4
95,85,4
87,82,4
59,80,4
56,79,4

52,57,0
52,67,0
67,67,0
65,68,0
63,74,0
71,82,0
84,86,0
84,89,0
98,89,0
89,81,0
92,79,0
93,74,0
83,64,0
81,63,0
77,48,0
60,49,0
57,49,0
46,3,1
48,3,1
54,0,1
74,5,1
84,7,1
70,20,1
64,30,1
69,37,1
55,36,1
56,48,1
23,67,2
6,73,2
2,73,2
3,63,2
0,47,2
12,31,2
31,44,2
37,12,3
34,8,3
10,3,3
1,0,3
4,6,3
14,11,3
21,12,3
44,29,3
54,55,4
58,72,4
46,77,4
36,78,4
28,92,4
35,89,4
49,86,4

73,84,0
94,76,0
97,67,0
83,70,0
80,54,0
82,44,0
76,47,0
46,41,1
37,26,1
33,29,1
19,45,1
9,47,1
4,78,1
6,70,1
29,65,1
50,51,1
20,39,2
16,37,2
11,36,2
10,13,2
8,12,2
5,10,2
4,10,2
0,10,2
11,6,2
42,9,2
41,21,2
43,21,2
46,20,2
59,50,3
73,44,3
71,40,3
80,30,3
96,18,3
99,16,3
91,16,3
90,5,3
80,12,3
54,18,3
55,26,3
54,30,3
47,94,4
43,95,4
39,99,4
11,93,4
2,91,4
7,91,4
24,87,4
43,79,4

44,55,0
45,76,0
40,73,0
36,70,0
32,93,0
45,95,0
55,96,0
73,98,0
65,92,0
60,84,0
59,66,0
30,30,1
30,23,1
19,20,1
24,15,1
25,10,1
18,4,1
11,2,1
5,3,1
2,34,1
6,32,1
12,32,1
8,52,2
3,99,2
8,91,2
18,78,2
14,65,2
15,57,2
18,54,2
80,36,3
86,45,3
87,51,3
96,68,3
83,74,3
83,86,3
81,85,3
81,82,3
74,59,3
70,62,3
51,58,3
72,49,4
72,27,4
87,25,4
95,24,4
98,3,4
55,6,4
51,7,4
46,0,4
49,12,4

50,65,0
49,71,0
53,85,0
57,89,0
73,93,0
85,93,0
85,98,0
88,97,0
92,94,0
91,92,0
91,85,0
79,84,0
73,60,0
72,60,0
46,61,1
44,61,1
45,65,1
30,65,1
34,65,1
34,81,1
30,83,1
24,96,1
14,82,1
2,71,1
6,68,1
13,56,1
43,50,1
23,24,2
10,28,2
4,20,2
11,7,2
24,1,2
27,1,2
28,3,2
33,3,2
45,7,2
47,28,2
40,14,3
52,49,4
65,22,4
74,7,4
94,6,4
99,25,4
84,28,4
84,35,4
90,36,4
90,38,4
90,42,4
88,46,4

67,54,0
72,56,0
85,53,0
95,58,0
95,40,0
89,42,0
91,32,0
90,19,0
82,25,0
75,28,0
58,28,0
68,65,1
72,71,1
77,67,1
78,78,1
82,79,1
90,91,1
78,95,1
64,88,1
52,65,1
54,47,2
66,33,2
69,21,2
62,12,2
55,14,2
49,14,2
37,6,2
36,28,2
30,33,3
28,33,3
27,17,3
26,16,3
16,18,3
10,13,3
5,27,3
1,29,3
12,39,3
14,39,3
22,53,3
28,55,4
31,66,4
23,69,4
16,68,4
21,93,4
36,94,4
42,96,4
44,85,4
40,62,4
39,57,4

54,42,0
60,27,0
65,19,0
62,9,0
68,7,0
93,12,0
89,52,0
79,49,0
78,40,0
44,49,1
29,42,1
24,36,1
27,18,1
28,17,1
24,17,1
6,15,1
3,6,1
11,2,1
32,11,1
47,11,1
50,36,1
42,60,2
22,70,2
21,73,2
10,85,2
8,84,2
2,91,2
4,94,2
5,97,2
37,95,2
35,80,2
46,69,2
57,55,3
71,65,3
89,65,3
99,68,3
89,78,3
97,86,3
61,95,3
59,95,3
56,91,3
55,82,3
55,68,3
19,49,4
17,42,4
5,37,4
1,51,4
14,63,4
15,59,4

42,58,0
32,80,0
21,91,0
34,88,0
41,87,0
40,93,0
57,96,0
52,18,1
43,14,1
27,17,1
26,8,1
18,7,1
10,24,1
29,24,1
28,25,1
35,28,1
32,38,1
28,39,1
28,40,1
57,41,2
75,41,2
81,37,2
84,21,2
85,6,2
88,10,2
97,14,2
78,17,2
79,28,2
70,29,2
68,48,2
69,60,3
81,54,3
94,70,3
82,80,3
78,90,3
71,83,3
72,77,3
63,70,3
48,68,3
23,50,4
4,55,4
6,77,4
0,77,4
0,85,4
14,85,4
16,69,4
15,59,4
19,58,4
33,52,4

30,69,0
19,70,0
6,75,0
3,69,0
2,27,0
10,26,0
18,28,0
28,46,0
48,29,1
48,25,1
35,19,1
26,15,1
8,17,1
21,16,1
22,10,1
27,7,1
42,3,1
56,12,1
55,22,1
50,22,1
56,72,2
80,74,2
78,82,2
58,82,2
40,88,2
32,93,2
27,88,2
27,73,2
46,76,2
47,57,2
59,41,3
61,16,3
74,8,3
97,1,3
95,17,3
70,20,3
58,37,3
55,50,4
72,60,4
85,68,4
91,94,4
93,87,4
99,75,4
96,64,4
94,52,4
92,51,4
84,44,4
78,46,4
59,47,4

57,53,0
59,58,0
68,69,0
74,86,0
82,91,0
89,93,0
90,88,0
84,83,0
80,80,0
86,80,0
88,63,0
80,65,0
75,54,0
74,49,0
23,65,1
10,88,1
2,95,1
7,82,1
9,59,1
20,59,1
43,44,2
42,33,2
36,29,2
34,11,2
32,19,2
30,18,2
18,20,2
12,35,2
17,44,2
19,49,2
27,37,2
37,46,2
51,80,3
34,81,3
31,85,3
51,84,3
49,99,3
58,96,3
61,91,3
64,92,3
66,72,3
64,53,3
72,50,4
72,19,4
76,18,4
86,14,4
96,6,4
91,5,4
47,11,4

53,57,0
63,78,0
69,81,0
73,92,0
60,99,0
57,93,0
36,89,0
31,82,0
38,78,0
44,54,0
71,61,1
78,71,1
79,84,1
97,81,1
91,70,1
88,37,1
81,46,1
61,40,2
65,27,2
96,23,2
94,13,2
98,12,2
98,5,2
93,3,2
82,1,2
70,14,2
56,8,2
53,11,2
50,33,2
50,39,2
26,38,3
20,22,3
7,23,3
0,9,3
10,6,3
13,0,3
17,12,3
19,17,3
31,19,3
36,24,3
35,32,3
16,74,4
15,79,4
16,85,4
4,97,4
5,52,4
9,56,4
12,53,4
30,50,4

32,53,0
32,54,0
31,78,0
11,89,0
14,91,0
59,91,0
62,80,0
58,62,0
50,58,0
44,36,1
41,24,1
38,15,1
36,15,1
27,20,1
22,4,1
15,12,1
6,48,1
47,41,2
46,19,2
49,12,2
56,12,2
55,10,2
87,9,2
73,14,2
60,39,2
59,44,2
54,46,2
25,52,3
16,54,3
14,63,3
1,70,3
3,99,3
19,98,3
21,80,3
38,80,3
44,56,3
75,47,4
93,52,4
90,69,4
91,90,4
92,98,4
93,97,4
89,92,4
80,90,4
71,85,4
71,68,4
72,57,4
52,55,4
52,54,4

64,66,0
61,80,0
61,95,0
62,99,0
59,98,0
55,98,0
54,96,0
26,98,0
24,89,0
47,80,0
51,69,0
34,57,1
22,55,1
10,66,1
1,73,1
27,60,1
32,61,1
38,61,1
49,32,2
49,3,2
67,0,2
79,28,2
93,25,2
93,32,2
88,31,2
71,37,2
65,42,2
8,48,3
6,40,3
6,23,3
5,21,3
10,11,3
15,0,3
22,8,3
18,30,3
22,39,3
22,45,3
77,46,4
80,48,4
89,72,4
95,68,4
93,82,4
95,87,4
73,89,4
75,72,4
77,59,4
77,57,4
70,56,4
62,56,4

53,28,0
63,18,0
64,13,0
66,0,0
79,0,0
95,9,0
68,14,0
67,30,0
61,31,0
52,43,0
19,54,1
3,53,1
2,49,1
5,44,1
0,29,1
5,20,1
19,39,1
30,41,1
37,44,1
43,45,1
47,10,2
44,10,2
43,1,2
26,2,2
25,26,2
29,33,2
33,36,2
41,47,2
46,64,3
36,74,3
25,92,3
10,98,3
16,81,3
12,75,3
6,71,3
27,69,3
48,61,3
66,50,4
67,56,4
94,52,4
96,55,4
97,55,4
95,78,4
94,69,4
89,67,4
82,68,4
77,73,4
65,76,4
53,86,4

66,71,0
73,81,0
72,65,0
68,57,0
68,36,0
26,31,0
25,39,0
45,39,0
38,42,1
37,40,1
29,38,1
27,28,1
21,25,1
24,5,1
6,6,1
5,7,1
5,9,1
4,27,1
13,21,1
16,42,1
37,48,1
79,54,2
98,51,2
98,56,2
95,73,2
97,84,2
82,93,2
79,96,2
57,89,2
53,89,2
47,22,3
56,21,3
67,15,3
75,17,3
70,1,3
86,5,3
83,18,3
80,36,3
79,48,3
55,45,3
14,64,4
2,64,4
2,76,4
4,85,4
6,83,4
17,86,4
23,97,4
34,97,4
35,96,4

38,18,0
24,9,0
39,3,0
45,7,0
55,27,0
59,27,0
60,29,0
52,35,0
71,46,1
76,48,1
88,42,1
92,4,1
73,32,1
64,41,1
60,42,1
41,67,2
33,71,2
35,74,2
36,79,2
33,84,2
24,86,2
24,97,2
41,94,2
43,86,2
52,94,2
62,83,2
64,82,2
58,81,2
54,79,2
57,78,3
70,74,3
83,90,3
83,91,3
87,83,3
94,68,3
97,65,3
95,65,3
85,62,3
77,67,3
76,66,3
76,59,3
74,52,3
24,32,4
20,19,4
8,20,4
6,13,4
0,9,4
3,52,4
8,54,4

52,40,0
57,33,0
55,28,0
70,28,0
70,23,0
72,14,0
73,10,0
61,7,0
49,3,0
51,11,0
40,13,0
43,17,0
51,32,0
47,91,1
70,96,1
93,99,1
88,85,1
85,84,1
65,82,1
64,61,2
76,69,2
80,78,2
98,76,2
98,73,2
94,26,2
92,27,2
92,29,2
88,37,2
83,34,2
65,40,2
53,47,2
38,73,3
24,69,3
26,90,3
10,94,3
16,65,3
2,62,3
11,57,3
12,50,3
31,29,4
30,19,4
25,18,4
16,11,4
19,6,4
9,5,4
9,35,4
1,42,4
5,49,4
21,42,4

18,55,0
17,68,0
7,73,0
5,81,0
4,99,0
6,99,0
43,97,0
44,94,0
49,83,0
54,73,0
62,59,1
63,96,1
88,96,1
92,97,1
90,91,1
88,59,1
84,49,1
79,43,1
72,52,1
47,56,2
40,76,2
36,93,2
31,88,2
32,74,2
31,38,2
19,41,2
24,49,2
71,40,3
83,38,3
82,24,3
82,7,3
75,7,3
80,11,3
83,24,3
95,27,3
98,45,3
90,47,3
43,28,4
44,24,4
15,22,4
14,18,4
24,8,4
43,18,4
47,16,4
58,17,4
61,20,4
65,20,4
65,38,4
62,39,4

36,75,0
32,78,0
28,98,0
37,91,0
45,92,0
49,90,0
64,86,0
68,87,0
69,83,0
86,55,1
97,62,1
98,74,1
89,69,1
84,90,1
78,99,1
76,74,1
74,71,1
32,61,2
24,63,2
24,73,2
23,78,2
19,78,2
8,97,2
2,90,2
0,75,2
1,74,2
17,45,2
32,47,2
48,47,2
55,41,3
54,40,3
69,23,3
69,22,3
77,3,3
92,1,3
98,12,3
86,11,3
90,43,3
76,44,3
56,49,3
50,41,4
41,32,4
40,0,4
29,4,4
2,7,4
6,19,4
17,27,4
23,21,4
28,33,4

50,40,0
47,36,0
21,31,0
17,12,0
2,6,0
2,10,0
9,18,0
10,47,0
13,47,0
55,87,1
46,95,1
31,96,1
34,89,1
34,79,1
13,79,1
29,70,1
38,68,1
36,55,1
60,60,2
65,57,2
86,60,2
87,66,2
95,68,2
96,75,2
67,82,2
63,80,2
65,70,2
48,64,2
49,25,3
48,10,3
61,8,3
61,4,3
40,1,3
36,9,3
22,6,3
23,17,3
37,18,3
42,49,3
70,38,4
75,37,4
82,38,4
86,35,4
86,14,4
89,10,4
86,9,4
85,5,4
81,24,4
67,27,4
65,37,4

48,49,0
48,33,0
45,32,0
10,23,0
4,13,0
19,2,0
23,2,0
22,15,0
40,15,0
63,40,1
65,34,1
71,35,1
81,21,1
89,27,1
92,18,1
96,14,1
98,30,1
99,32,1
97,41,1
90,48,1
87,48,1
80,47,1
52,48,1
32,50,2
7,46,2
1,35,2
1,71,2
20,80,2
19,60,2
32,53,2
46,51,2
68,50,3
87,59,3
93,61,3
92,63,3
88,66,3
90,68,3
95,75,3
92,86,3
87,95,3
74,87,3
72,65,3
48,66,4
60,74,4
69,78,4
61,89,4
54,86,4
54,15,4
53,16,4

9,42,0
16,52,0
20,61,0
23,96,0
24,76,0
26,71,0
32,32,1
7,25,1
5,18,1
6,3,1
24,8,1
44,3,1
46,16,1
52,65,2
64,68,2
65,69,2
60,79,2
73,79,2
73,80,2
79,80,2
76,60,2
99,61,2
94,44,2
92,43,2
81,42,2
74,44,2
64,47,2
49,54,3
42,73,3
36,86,3
34,89,3
14,94,3
8,98,3
1,91,3
19,86,3
29,79,3
30,75,3
45,53,3
72,59,4
71,40,4
85,34,4
80,27,4
67,10,4
68,7,4
68,1,4
58,4,4
59,10,4
61,14,4
60,23,4

79,50,0
84,50,0
92,55,0
96,43,0
96,22,0
98,20,0
78,5,0
79,41,0
73,44,0
74,53,1
83,59,1
91,64,1
96,86,1
83,96,1
59,95,1
50,98,1
49,85,1
55,67,1
57,29,2
67,37,2
70,57,2
70,61,2
61,78,2
63,81,2
36,81,2
36,56,2
38,67,3
21,73,3
17,75,3
22,89,3
12,97,3
9,97,3
0,69,3
7,55,3
14,55,3
21,52,3
23,44,4
5,31,4
2,27,4
5,10,4
16,10,4
29,10,4
38,7,4
33,13,4
29,17,4
31,24,4
42,27,4
40,35,4
46,42,4

51,85,0
51,87,0
57,97,0
61,80,0
71,78,0
81,85,0
85,86,0
91,79,0
93,77,0
92,67,0
87,50,0
31,48,1
28,48,1
17,43,1
16,43,1
4,47,1
12,56,1
25,60,1
66,72,1
41,38,2
41,14,2
44,2,2
27,2,2
14,14,2
6,29,2
9,37,2
35,34,2
48,49,2
61,31,3
69,32,3
74,22,3
77,22,3
76,2,3
84,9,3
87,15,3
92,20,3
87,28,3
87,32,3
94,44,3
71,46,3
64,46,3
27,89,4
15,96,4
0,97,4
3,87,4
13,86,4
18,84,4
20,81,4
48,59,4

89,44,0
92,44,0
98,28,0
98,52,0
93,68,0
87,65,0
90,62,0
91,51,0
73,48,1
80,29,1
83,14,1
99,1,1
60,0,1
49,9,1
44,14,1
45,21,1
54,61,2
64,75,2
74,75,2
79,77,2
85,83,2
80,89,2
72,99,2
55,99,2
47,92,2
43,91,2
16,53,3
7,53,3
4,48,3
5,56,3
4,74,3
2,89,3
2,97,3
22,89,3
21,79,3
24,77,3
19,70,3
20,62,3
38,45,4
32,48,4
24,42,4
19,24,4
14,17,4
3,16,4
2,6,4
3,0,4
24,4,4
41,18,4
41,31,4

48,40,0
37,35,0
34,27,0
36,2,0
87,4,0
86,30,0
65,34,0
63,43,0
51,47,0
53,9,1
65,15,1
83,14,1
99,17,1
96,37,1
94,60,1
79,61,1
60,51,1
30,47,2
15,31,2
9,2,2
4,21,2
2,30,2
1,41,2
7,55,2
21,53,2
54,78,3
68,80,3
95,89,3
99,98,3
91,69,3
86,66,3
59,68,3
52,50,3
46,53,4
46,56,4
45,58,4
28,58,4
27,63,4
24,75,4
23,75,4
17,80,4
13,94,4
7,89,4
11,86,4
22,86,4
34,83,4
39,93,4
43,94,4
45,92,4

44,42,0
36,42,0
21,33,0
22,28,0
11,20,0
6,5,0
13,4,0
14,35,0
18,56,0
31,56,0
51,46,1
53,36,1
75,30,1
71,19,1
81,2,1
93,17,1
94,21,1
98,29,1
97,34,1
86,37,1
74,41,1
39,84,2
39,89,2
37,99,2
33,97,2
29,89,2
24,95,2
23,92,2
17,85,2
14,71,2
5,69,2
7,59,2
9,53,2
33,27,3
38,11,3
33,4,3
43,1,3
45,8,3
46,4,3
48,3,3
60,4,3
61,16,3
52,13,3
67,72,4
83,63,4
92,64,4
88,89,4
63,96,4
54,96,4

27,53,0
17,56,0
1,57,0
0,46,0
1,25,0
10,5,0
10,34,0
48,69,1
55,72,1
55,93,1
68,97,1
75,84,1
90,85,1
96,89,1
86,81,1
84,58,1
83,58,1
83,53,1
69,54,1
55,52,1
93,51,2
99,56,2
98,43,2
90,17,2
87,7,2
86,25,2
75,24,2
74,41,2
53,47,2
52,73,3
51,83,3
48,85,3
33,94,3
18,91,3
13,79,3
7,79,3
23,71,3
24,61,3
51,39,4
66,25,4
62,13,4
66,10,4
65,9,4
72,7,4
76,2,4
56,6,4
46,0,4
31,6,4
31,15,4

60,5,0
67,2,0
74,7,0
88,9,0
86,27,0
92,30,0
73,33,0
70,35,0
65,31,0
63,33,0
61,38,0
49,44,1
43,23,1
37,20,1
34,23,1
29,22,1
20,15,1
15,14,1
29,14,1
29,3,1
54,2,1
31,41,2
32,37,2
26,34,2
26,36,2
2,38,2
0,69,2
1,69,2
12,58,2
26,46,2
39,59,3
16,68,3
16,82,3
10,99,3
26,97,3
34,93,3
43,95,3
54,88,3
52,79,3
49,71,3
60,67,4
66,77,4
75,88,4
85,93,4
89,84,4
89,58,4
93,53,4
98,46,4
86,52,4

49,59,0
44,67,0
22,79,0
4,87,0
3,85,0
0,76,0
5,64,0
14,66,0
21,63,0
46,63,0
49,86,1
48,85,1
40,84,1
28,87,1
21,95,1
38,95,1
67,92,1
66,48,1
66,49,1
56,53,2
77,53,2
75,61,2
98,78,2
99,70,2
99,57,2
95,57,2
91,54,2
93,44,2
84,38,2
86,50,2
67,50,2
38,30,3
42,12,3
4,12,3
2,13,3
1,18,3
15,21,3
24,26,3
18,42,3
19,43,3
30,45,3
53,15,4
65,7,4
97,1,4
81,12,4
83,22,4
72,28,4
55,45,4
52,49,4

62,40,0
64,41,0
65,30,0
73,29,0
73,22,0
75,23,0
84,17,0
93,1,0
75,1,0
44,8,0
49,10,0
73,53,1
74,60,1
99,62,1
94,41,1
90,47,1
72,44,1
49,67,2
47,71,2
46,78,2
47,79,2
54,76,2
56,99,2
85,94,2
82,80,2
77,78,2
71,85,2
64,86,2
64,71,2
38,67,3
39,84,3
30,87,3
22,85,3
15,90,3
4,98,3
4,88,3
2,56,3
25,59,3
46,53,3
38,50,4
37,12,4
27,21,4
16,0,4
7,20,4
10,25,4
13,24,4
14,35,4
14,43,4
47,45,4

50,54,0
65,65,0
98,71,0
99,92,0
93,91,0
84,96,0
59,81,0
57,76,0
52,76,0
0,52,1
4,59,1
11,61,1
15,77,1
26,73,1
19,84,1
32,87,1
33,84,1
47,78,1
49,77,1
87,60,2
89,44,2
97,45,2
96,35,2
97,32,2
92,12,2
74,32,2
42,19,3
48,9,3
50,6,3
47,1,3
51,1,3
60,4,3
61,5,3
64,2,3
77,5,3
68,8,3
68,22,3
67,39,3
65,40,3
52,47,3
38,34,4
35,19,4
37,11,4
20,2,4
19,5,4
14,18,4
7,24,4
29,25,4
25,46,4

41,44,0
14,43,0
5,36,0
8,36,0
21,27,0
36,31,0
77,33,0
57,38,0
36,56,1
20,56,1
3,64,1
4,66,1
4,73,1
7,77,1
18,91,1
20,96,1
26,68,1
25,62,1
47,61,1
64,42,2
74,27,2
92,27,2
87,3,2
81,3,2
80,5,2
72,9,2
59,2,2
50,23,2
58,53,3
69,60,3
74,76,3
76,76,3
77,84,3
80,89,3
86,93,3
95,91,3
91,86,3
91,78,3
98,76,3
88,74,3
91,53,3
65,61,4
71,77,4
83,81,4
63,82,4
56,96,4
40,97,4
47,67,4
47,65,4

56,41,0
77,25,0
87,33,0
93,33,0
88,38,0
90,41,0
95,46,0
96,49,0
98,61,0
84,50,0
49,67,1
50,72,1
62,86,1
56,93,1
55,96,1
47,85,1
45,76,1
36,77,1
39,75,1
38,64,1
37,56,1
47,16,2
40,19,2
40,9,2
38,3,2
27,16,2
23,16,2
19,27,2
12,42,2
11,49,2
28,45,3
25,44,3
13,52,3
4,72,3
0,88,3
20,71,3
31,54,3
65,52,4
81,58,4
82,67,4
99,73,4
97,76,4
87,95,4
80,90,4
79,86,4
75,70,4
69,67,4
62,60,4
60,57,4

78,49,0
78,35,0
88,40,0
90,31,0
92,30,0
96,18,0
93,17,0
91,12,0
81,9,0
76,15,0
67,19,0
58,38,0
44,49,1
31,44,1
22,40,1
12,44,1
4,80,1
11,82,1
11,92,1
18,90,1
23,73,1
30,60,1
40,39,2
33,25,2
36,22,2
25,20,2
20,18,2
9,11,2
27,4,2
28,4,2
45,3,2
46,1,2
56,6,2
55,78,3
56,99,3
30,85,3
42,76,3
45,76,3
62,56,4
62,67,4
66,76,4
70,91,4
73,93,4
76,88,4
88,77,4
95,80,4
99,77,4
99,75,4
94,55,4

47,80,0
65,91,0
77,91,0
79,92,0
93,93,0
98,78,0
80,75,0
71,79,0
64,69,0
49,37,1
44,28,1
32,24,1
27,30,1
20,17,1
16,6,1
15,5,1
27,2,1
29,3,1
43,3,1
47,17,1
90,65,2
92,10,2
87,9,2
85,21,2
84,23,2
79,44,2
58,40,3
67,32,3
67,29,3
81,16,3
96,13,3
97,2,3
73,4,3
67,2,3
66,22,3
39,41,4
33,41,4
29,41,4
15,37,4
16,44,4
12,50,4
10,53,4
10,59,4
7,61,4
14,86,4
15,88,4
20,89,4
19,76,4
37,63,4

35,60,0
38,64,0
39,76,0
30,96,0
18,66,0
5,55,0
13,53,0
23,48,0
44,49,0
56,71,1
74,71,1
89,73,1
89,99,1
52,97,1
55,90,1
55,86,1
60,51,2
66,51,2
71,38,2
72,22,2
75,20,2
77,12,2
85,15,2
92,4,2
85,0,2
74,4,2
74,5,2
67,8,2
65,7,2
66,37,2
43,45,3
40,3,3
14,4,3
2,7,3
7,11,3
18,14,3
17,21,3
23,25,3
21,31,3
47,37,3
49,47,3
58,56,4
93,65,4
96,68,4
98,85,4
97,51,4
86,36,4
82,35,4
79,41,4

52,77,0
68,77,0
71,81,0
88,98,0
93,88,0
98,86,0
91,87,0
88,63,0
69,54,0
58,51,0
57,28,1
60,14,1
74,1,1
83,2,1
85,2,1
86,2,1
99,4,1
86,13,1
83,17,1
86,43,1
67,49,1
46,78,2
39,83,2
45,86,2
46,97,2
53,95,2
57,85,2
46,66,3
46,67,3
28,67,3
24,87,3
22,88,3
15,96,3
1,95,3
10,86,3
5,83,3
5,67,3
14,67,3
20,63,3
19,62,3
38,47,4
17,36,4
9,30,4
5,18,4
12,14,4
14,2,4
16,12,4
24,29,4
41,44,4

70,48,0
71,43,0
89,42,0
92,37,0
91,54,0
92,91,0
84,72,0
79,66,0
67,57,0
50,10,1
88,3,1
94,12,1
95,26,1
85,32,1
78,29,1
71,36,1
70,35,1
68,37,1
55,36,1
46,74,2
35,76,2
51,82,2
54,92,2
60,71,2
72,70,2
72,65,2
59,62,2
51,63,2
23,46,3
18,43,3
13,40,3
14,46,3
14,61,3
7,60,3
8,66,3
4,75,3
0,82,3
1,73,3
22,72,3
35,57,3
30,40,4
23,32,4
18,30,4
17,22,4
10,17,4
9,1,4
35,10,4
33,17,4
41,23,4

47,82,0
46,86,0
46,93,0
44,98,0
5,99,0
5,96,0
9,88,0
7,85,0
8,78,0
21,86,0
30,81,0
33,69,0
43,62,0
51,17,1
61,12,1
74,3,1
90,9,1
93,18,1
58,31,1
53,86,2
68,83,2
66,86,2
63,95,2
76,95,2
81,98,2
98,97,2
99,88,2
85,80,2
79,70,2
72,50,2
38,51,3
23,54,3
12,44,3
7,38,3
1,34,3
3,2,3
20,17,3
19,32,3
26,33,3
25,47,3
40,23,4
44,18,4
49,8,4
50,1,4
41,4,4
38,12,4
30,12,4
31,16,4
32,30,4

25,51,0
5,52,0
1,73,0
2,82,0
16,58,0
36,58,0
34,55,0
69,61,1
74,78,1
86,92,1
97,83,1
90,48,1
77,44,1
77,50,1
59,58,2
63,71,2
66,73,2
56,79,2
57,81,2
56,86,2
47,97,2
40,88,2
34,89,2
33,82,2
42,81,2
44,76,2
48,59,2
53,15,3
55,10,3
66,3,3
72,2,3
77,4,3
75,12,3
70,23,3
91,27,3
89,34,3
87,33,3
59,40,3
32,49,4
31,40,4
19,33,4
22,25,4
19,19,4
8,11,4
6,4,4
25,4,4
27,15,4
49,25,4
48,27,4

7,41,0
6,9,0
5,10,0
2,7,0
18,3,0
21,6,0
26,11,0
21,25,0
31,37,0
62,49,1
74,36,1
75,24,1
85,22,1
79,7,1
69,0,1
55,3,1
59,7,1
47,32,1
31,56,2
0,58,2
0,82,2
4,92,2
14,76,2
27,72,2
33,75,2
41,71,2
38,62,2
47,56,2
51,54,3
52,88,3
60,94,3
78,99,3
86,94,3
72,84,3
60,82,3
55,68,3
72,56,4
92,54,4
92,38,4
94,54,4
95,58,4
96,73,4
97,83,4
88,76,4
87,70,4
85,72,4
67,72,4
61,65,4
58,57,4

57,46,0
69,18,0
69,2,0
71,1,0
80,10,0
78,15,0
93,14,0
90,19,0
93,44,0
89,46,0
69,52,0
51,52,1
56,61,1
56,66,1
62,74,1
78,87,1
80,95,1
84,72,1
99,75,1
95,74,1
95,66,1
90,63,1
65,60,1
42,58,2
41,66,2
26,99,2
19,99,2
11,98,2
47,90,2
53,77,2
29,32,3
21,23,3
17,24,3
15,22,3
8,24,3
2,21,3
1,67,3
27,52,3
51,18,4
49,2,4
40,5,4
17,5,4
10,4,4
9,8,4
9,12,4
14,10,4
19,11,4
21,12,4
33,10,4

50,11,0
51,8,0
46,9,0
22,0,0
1,3,0
14,18,0
20,18,0
20,28,0
33,34,0
40,42,0
43,18,1
63,19,1
88,5,1
81,24,1
77,35,1
69,28,1
52,37,1
47,77,2
42,79,2
37,82,2
36,93,2
27,91,2
24,97,2
46,97,2
60,99,2
75,87,2
73,75,2
58,61,2
71,44,3
78,46,3
93,42,3
98,44,3
96,82,3
88,53,3
87,57,3
77,59,3
66,53,3
27,55,4
23,43,4
3,38,4
8,36,4
8,48,4
5,53,4
7,66,4
15,68,4
18,70,4
24,69,4
17,60,4
36,60,4

53,55,0
72,76,0
78,76,0
78,70,0
99,66,0
96,60,0
84,42,0
78,30,0
65,38,0
48,56,1
21,59,1
24,79,1
25,87,1
15,88,1
12,94,1
25,99,1
45,97,1
46,62,1
59,70,2
71,83,2
92,85,2
99,92,2
62,92,2
61,95,2
56,90,2
29,48,3
26,37,3
18,35,3
18,27,3
18,17,3
18,10,3
19,8,3
13,9,3
3,8,3
1,22,3
5,42,3
2,45,3
4,46,3
31,47,3
48,48,4
33,33,4
16,30,4
40,26,4
44,22,4
46,14,4
46,12,4
50,0,4
53,29,4
61,34,4

60,50,0
71,43,0
78,25,0
87,22,0
93,8,0
82,3,0
61,4,0
55,1,0
54,28,0
37,40,1
23,37,1
28,31,1
18,6,1
44,23,1
46,32,1
64,31,1
50,87,2
34,85,2
24,94,2
47,94,2
51,95,2
61,95,2
69,98,2
67,97,2
67,94,2
68,91,2
60,88,2
57,85,2
56,82,2
69,56,3
69,74,3
70,90,3
84,96,3
93,92,3
92,81,3
90,62,3
96,56,3
79,52,3
36,53,4
23,68,4
24,77,4
17,83,4
16,75,4
8,77,4
10,68,4
1,56,4
2,45,4
10,51,4
34,48,4

51,52,0
61,54,0
80,61,0
84,61,0
88,81,0
88,93,0
90,93,0
95,99,0
89,97,0
75,84,0
75,67,0
76,64,0
56,61,0
18,47,1
17,41,1
16,37,1
20,36,1
25,13,1
50,11,1
41,21,1
37,30,1
42,35,1
46,37,1
46,48,1
46,63,2
40,89,2
40,92,2
19,95,2
51,98,2
58,99,2
55,91,2
54,79,2
36,59,3
32,64,3
23,66,3
11,66,3
9,87,3
0,57,3
66,45,4
72,36,4
84,25,4
87,23,4
74,21,4
74,3,4
69,1,4
71,10,4
70,28,4
61,27,4
61,39,4

49,96,0
41,86,0
26,86,0
16,77,0
13,73,0
14,70,0
9,71,0
11,68,0
18,61,0
19,61,0
23,50,0
45,36,1
